"sp" "BodyMass.Value" "Nocturnal" "ForStrat.watbelowsurf" "ForStrat.wataroundsurf" "ForStrat.ground" "ForStrat.understory" "ForStrat.midhigh" "ForStrat.canopy" "ForStrat.aerial" "PelagicSpecialist"
"743" "Spinus_yarrellii" "11.3" 0 0 0 50 50 0 0 0 0
"744" "Caryothraustes_canadensis" "34.5" 0 0 0 0 0 60 40 0 0
"745" "Chrysomus_ruficapillus" "32" 0 0 0 90 10 0 0 0 0
"746" "Compsothraupis_loricata" "72.49" 0 0 0 0 20 30 50 0 0
"747" "Conirostrum_speciosum" NA NA 0 0 60 20 20 0 0 0
"748" "Coryphospingus_pileatus" NA NA 0 0 0 60 40 0 0 0
"749" "Cypsnagra_hirundinacea" "31.4" 0 0 0 30 50 10 0 10 0
"750" "Dacnis_nigripes" "14" 0 0 0 0 70 30 0 0 0
"751" "Emberizoides_ypiranganus" NA NA 0 0 20 60 20 0 0 0
"752" "Euphonia_laniirostris" "15" 0 0 0 0 0 70 30 0 0
"755" "Islerothraupis_cristata" "18.8" 0 0 0 0 10 20 70 0 0
"756" "Tangara_palmarum" "39" 0 0 0 0 0 20 70 10 0
"757" "Cantorchilus_leucotis" "19.44" 0 0 0 0 80 20 0 0 0
"758" "Cantorchilus_longirostris" "21.3" 0 0 0 0 80 20 0 0 0
"759" "Asemospiza_fuliginosa" NA NA 0 0 100 0 0 0 0 0
"760" "Tangara_peruviana" "22.2" 0 0 0 0 30 40 30 0 0
"761" "Sporophila_plumbea" NA NA 0 0 100 0 0 0 0 0
"762" "Microspingus_cabanisi" "19.2" 0 0 0 100 0 0 0 0 0
"763" "Pheugopedius_genibarbis" "19.2" 0 0 0 0 100 0 0 0 0
"764" "Agelasticus_cyanopus" "37.21" 0 0 0 70 30 0 0 0 0
"765" "Agelasticus_thilius" "31.5" 0 0 0 70 30 0 0 0 0
"766" "Anthus_hellmayri" "18.61" 0 0 0 90 10 0 0 0 0
"767" "Basileuterus_hypoleucus" "11.4" 0 0 0 0 60 40 0 0 0
"768" "Cacicus_chrysopterus" "36.16" 0 0 0 0 0 80 20 0 0
"769" "Cissopis_leverianus" "76" 0 0 0 20 30 30 20 0 0
"770" "Catharus_fuscescens" "31.9" 0 0 0 100 0 0 0 0 0
"771" "Conirostrum_bicolor" NA NA 0 0 60 20 20 0 0 0
"772" "Coryphospingus_cucullatus" NA NA 0 0 0 60 40 0 0 0
"773" "Emberizoides_herbicola" NA NA 0 0 70 30 0 0 0 0
"774" "Euphonia_chlorotica" "11" 0 0 0 0 0 10 90 0 0
"775" "Euphonia_cyanocephala" "14" 0 0 0 0 20 40 40 0 0
"776" "Euphonia_pectoralis" "14.4" 0 0 0 0 0 30 70 0 0
"777" "Gubernatrix_cristata" NA NA 0 0 60 30 10 0 0 0
"778" "Hemithraupis_flavicollis" "12.8" 0 0 0 0 0 20 80 0 0
"779" "Icterus_jamacaii" "71.81" 0 0 0 20 50 30 0 0 0
"780" "Mimus_saturninus" "63.7" 0 0 0 100 0 0 0 0 0
"781" "Molothrus_rufoaxillaris" "47.5" 0 0 0 90 10 0 0 0 0
"782" "Sporophila_hypochroma" NA NA 0 0 50 50 0 0 0 0
"783" "Nemosia_pileata" "16" 0 0 0 0 30 70 0 0 0
"784" "Neothraupis_fasciata" "26.8" 0 0 0 60 20 20 0 0 0
"785" "Orchesticus_abeillei" "31.5" 0 0 0 0 0 20 80 0 0
"786" "Orthogonys_chloricterus" "40" 0 0 0 0 0 100 0 0 0
"787" "Paroaria_capitata" "22.3" 0 0 0 0 80 20 0 0 0
"788" "Pheucticus_aureoventris" NA NA 0 0 30 0 30 40 0 0
"789" "Polioptila_dumicola" "7" 0 0 0 0 0 20 80 0 0
"790" "Porphyrospiza_caerulescens" "9.56" 0 0 0 100 0 0 0 0 0
"791" "Psarocolius_decumanus" "206.3" 0 0 0 10 0 50 40 0 0
"792" "Pseudoleistes_guirahuro" "86.42" 0 0 0 100 0 0 0 0 0
"793" "Pseudoleistes_virescens" "79.93" 0 0 0 100 0 0 0 0 0
"795" "Saltator_fuliginosus" "50.5" 0 0 0 0 0 60 40 0 0
"796" "Saltator_similis" NA NA 0 0 0 70 30 0 0 0
"797" "Schistochlamys_melanopis" "33" 0 0 0 0 20 70 10 0 0
"798" "Schistochlamys_ruficapillus" "31.2" 0 0 0 0 70 30 0 0 0
"799" "Sicalis_citrina" NA NA 0 0 10 60 30 0 0 0
"800" "Sicalis_columbiana" NA NA 0 0 20 60 20 0 0 0
"801" "Sicalis_flaveola" NA NA 0 0 40 60 0 0 0 0
"802" "Sicalis_luteola" NA NA 0 0 30 70 0 0 0 0
"803" "Sporophila_falcirostris" NA NA 0 0 100 0 0 0 0 0
"804" "Sporophila_ardesiaca" "10.9" 0 0 0 60 40 0 0 0 0
"805" "Sporophila_caerulescens" NA NA 0 0 50 50 0 0 0 0
"806" "Sporophila_frontalis" NA NA 0 0 100 0 0 0 0 0
"807" "Sporophila_leucoptera" NA NA 0 0 70 30 0 0 0 0
"808" "Sporophila_lineola" NA NA 0 0 30 70 0 0 0 0
"809" "Sporophila_ruficollis" NA NA 0 0 50 50 0 0 0 0
"810" "Tachyphonus_coronatus" "29.3" 0 0 0 0 20 40 40 0 0
"811" "Tachyphonus_rufus" "34.4" 0 0 0 20 50 10 10 10 0
"812" "Tangara_desmaresti" "20.4" 0 0 0 0 0 20 60 20 0
"813" "Turdus_flavipes" "65.14" 0 0 0 10 30 30 30 0 0
"814" "Turdus_leucomelas" "69.1" 0 0 0 60 20 20 0 0 0
"815" "Xanthopsar_flavus" "43" 0 0 0 70 30 0 0 0 0
"816" "Coryphaspiza_melanotis" NA NA 0 0 0 50 50 0 0 0
"817" "Amaurospiza_moesta" NA NA 0 0 70 30 0 0 0 0
"818" "Amazona_amazonica" "370" 0 0 0 0 33 33 33 0 0
"819" "Ara_ararauna" "1125" 0 0 0 0 0 60 40 0 0
"820" "Buteogallus_aequinoctialis" "657.63" 0 0 0 100 0 0 0 0 0
"821" "Leptodon_forbesi" "577" 0 0 0 0 50 50 0 0 0
"822" "Lipaugus_ater" "80" 0 0 0 0 50 50 0 0 0
"823" "Myiopsitta_monachus" "120" 0 0 0 20 20 40 20 0 0
"824" "Myrmoderus_ruficauda" "29.75" 0 0 0 80 20 0 0 0 0
"825" "Paroaria_coronata" NA NA 0 0 20 80 0 0 0 0
"826" "Phalcoboenus_chimango" "296" 0 0 0 100 0 0 0 0 0
"827" "Phoenicopterus_chilensis" "2277" 0 0 100 0 0 0 0 0 0
"828" "Pipile_jacutinga" "1240.96" 0 0 0 20 0 40 40 0 0
"829" "Psittacara_acuticaudatus" "171" 0 0 0 0 33 33 33 0 0
"830" "Pyrrhura_griseipectus" "75.87" 0 0 0 0 33 33 33 0 0
"831" "Scytalopus_speluncae" "13" 0 0 0 60 40 0 0 0 0
"832" "Sporophila_angolensis" "13" 0 0 0 60 40 0 0 0 0
"833" "Sporophila_hypoxantha" NA NA 0 0 50 50 0 0 0 0
